task,target,feature_set,model,rank,feature,mean_importance,relative_contribution_percent,source_file
classification,AC,fs3,XGB,2,FF,0.3175444332969481,33.470989576843024,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs3\XGB_permutation_sensitivity.csv
classification,AC,fs3,XGB,3,PL,0.2346641103890057,24.734932089156047,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs3\XGB_permutation_sensitivity.csv
classification,AC,fs3,XGB,4,Ucs_class,-0.0017175206301755,0.1810364442977364,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs3\XGB_permutation_sensitivity.csv
classification,AC,fs4,ANN,1,PI,0.2581835127168673,93.7497348009702,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\ANN_permutation_sensitivity.csv
classification,AC,fs4,ANN,2,Ucs_class,0.017213013219967,6.250265199029811,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\ANN_permutation_sensitivity.csv
classification,AC,fs4,DT,1,PI,0.2783345853349532,94.9739825952402,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\DT_permutation_sensitivity.csv
classification,AC,fs4,DT,2,Ucs_class,0.0147294493924927,5.026017404759816,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\DT_permutation_sensitivity.csv
classification,AC,fs4,ET,1,PI,0.2763565652702111,71.384321628169,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\ET_permutation_sensitivity.csv
classification,AC,fs4,ET,2,Ucs_class,0.1107824576509759,28.615678371830985,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\ET_permutation_sensitivity.csv
classification,AC,fs4,GBC,1,PI,0.2206454504413348,99.24983121629064,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\GBC_permutation_sensitivity.csv
classification,AC,fs4,GBC,2,Ucs_class,0.0016677240370098,0.750168783709365,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\GBC_permutation_sensitivity.csv
classification,AC,fs4,KNN,1,PI,0.2497468595747816,74.49268337439513,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\KNN_permutation_sensitivity.csv
classification,AC,fs4,KNN,2,Ucs_class,0.0855167505700845,25.50731662560487,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\KNN_permutation_sensitivity.csv
classification,AC,fs4,LOGREG,1,PI,0.2353411058843229,99.61794848864189,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\LOGREG_permutation_sensitivity.csv
classification,AC,fs4,LOGREG,2,Ucs_class,0.0009025725439231,0.3820515113581228,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\LOGREG_permutation_sensitivity.csv
classification,AC,fs4,RF,1,PI,0.2810170516582638,71.37516462993028,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\RF_permutation_sensitivity.csv
classification,AC,fs4,RF,2,Ucs_class,0.1127012019041565,28.62483537006972,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\RF_permutation_sensitivity.csv
classification,AC,fs4,SVC,1,PI,0.1870803604636654,83.82785392488248,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\SVC_permutation_sensitivity.csv
classification,AC,fs4,SVC,2,Ucs_class,0.0360917138582023,16.17214607511753,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\SVC_permutation_sensitivity.csv
classification,AC,fs4,XGB,1,PI,0.2144444550672301,92.0702194635533,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\XGB_permutation_sensitivity.csv
classification,AC,fs4,XGB,2,Ucs_class,0.0184695711148401,7.9297805364467004,G:\Researching\GT_GL_MLops\GTFS_MLops_2026\classification_report\permutation_sensitivity\AC\fs4\XGB_permutation_sensitivity.csv
